studentID,Prelab-result,Prelab-attempts,Prelab-timeSpent,Prelab-growths,Prelab-lastSubmit,Inlab-result,Inlab-attempts,Inlab-timeSpent,Inlab-growths,Inlab-lastSubmit,Inlab-output,labNum
2211625,9.5,6.0,378.05000000000007,2.37,1677771900.0,10.0,4.0,161.36666666666667,0.0,1678032060.0,10.0,1
2252180,10.0,6.0,39.166666666666664,0.0,1676455080.0,10.0,4.0,5.483333333333333,0.0,1677131520.0,10.0,1
2252182,9.875,4.0,264.25,0.0,1676446920.0,9.9175,5.0,58.31666666666666,0.08499999999999996,1676814360.0,9.9175,1
2252685,9.875,7.0,834.6333333333333,4.375,1678334400.0,10.0,4.0,32.7,0.0,1676129100.0,10.0,1
2252097,10.0,5.0,20.549999999999997,0.0,1676466480.0,10.0,4.0,13.866666666666667,0.0,1677161400.0,10.0,1
2211298,10.0,4.0,9.283333333333333,0.0,1676626500.0,10.0,4.0,52.96666666666667,0.0,1677935940.0,10.0,1
2211253,10.0,4.0,38.01666666666667,0.0,1676336460.0,10.0,4.0,28.433333333333334,0.0,1677651180.0,10.0,1
2252481,9.75,5.0,548.8833333333333,2.375,1677161940.0,10.0,5.0,3161.45,0.0,1687841040.0,10.0,1
2210535,10.0,5.0,117.98333333333333,0.125,1676462880.0,10.0,4.0,14.9,0.0,1677763860.0,10.0,1
2052171,10.0,7.0,691.5833333333334,7.125,1676816100.0,9.5825,4.0,107.93333333333334,0.0,1676203500.0,9.5825,1
2212620,6.39,6.0,705.7666666666667,0.875,1677159840.0,8.645,4.0,170.31666666666666,0.0,1676566860.0,8.645,1
2113806,9.875,4.0,129.40000000000003,0.0,1676334900.0,7.4799999999999995,3.0,216.0,0.0,1676720880.0,7.4799999999999995,1
2110416,10.0,4.0,22.783333333333335,0.0,1676442120.0,10.0,4.0,1.95,0.0,1677568380.0,10.0,1
2115373,10.0,4.0,39.266666666666666,0.0,1676443260.0,10.0,4.0,12.116666666666667,0.0,1677597420.0,10.0,1
2210805,9.875,8.0,627.65,5.625,1677405540.0,7.5,7.0,5828.516666666666,1.0825,1687841040.0,7.5,1
2252059,10.0,4.0,84.23333333333333,0.0,1676173200.0,10.0,4.0,49.383333333333326,0.0,1676684340.0,10.0,1
2252286,10.0,4.0,84.7,0.0,1676185080.0,10.0,4.0,71.35000000000001,0.0,1676773860.0,10.0,1
2210574,10.0,5.0,209.18333333333337,0.0,1676337300.0,10.0,5.0,183.5666666666667,1.5899999999999999,1676646960.0,10.0,1
2252419,9.375,5.0,191.08333333333334,0.75,1677511680.0,10.0,4.0,1.8166666666666667,0.0,1677503160.0,10.0,1
2213039,5.1675,4.0,507.6,0.0,1678118340.0,6.666666666666667,3.0,2889.366666666667,0.0,1687841040.0,6.666666666666667,1
2213964,10.0,6.0,3.05,0.0,1677674220.0,10.0,4.0,17.100000000000005,0.0,1677752580.0,10.0,1
2210871,10.0,6.0,76.19999999999999,0.0,1676632560.0,10.0,9.0,160.63333333333335,2.16,1676633340.0,10.0,1
2210749,9.875,7.0,576.2333333333333,3.8825000000000003,1677095160.0,9.5775,4.0,190.75,0.0,1676739300.0,9.5775,1
2213059,10.0,5.0,290.45,0.0,1677656580.0,10.0,4.0,4038.883333333333,0.0,1681455840.0,10.0,1
2212804,10.0,4.0,180.23333333333332,0.0,1676472840.0,9.1225,4.0,135.0,0.0,1676813460.0,9.1225,1
2211331,9.5,6.0,200.89999999999998,1.0,1677640380.0,9.323333333333332,3.0,8429.0,0.0,1687841100.0,9.323333333333332,1
2212318,9.9375,6.0,424.70000000000005,0.375,1677084300.0,10.0,4.0,69.31666666666666,0.0,1676458260.0,10.0,1
2110922,9.875,4.0,158.28333333333333,0.0,1676215740.0,10.0,5.0,182.41666666666666,0.0,1676459340.0,10.0,1
2213915,9.875,4.0,241.23333333333332,0.0,1676798040.0,10.0,4.0,4.066666666666666,0.0,1676343480.0,10.0,1
2210671,8.875,6.0,387.8333333333333,2.63,1677419400.0,5.8725000000000005,4.0,5762.5,0.0,1687841040.0,5.8725000000000005,1
2213133,10.0,5.0,289.50000000000006,0.0,1676687040.0,10.0,4.0,90.1,0.0,1677076200.0,10.0,1
2252065,10.0,4.0,6.7666666666666675,0.0,1676048880.0,10.0,4.0,15.100000000000001,0.0,1676570340.0,10.0,1
2211022,9.875,5.0,129.96666666666667,0.0,1677125700.0,9.8875,4.0,36.55,0.0,1677684000.0,9.8875,1
2211937,10.0,4.0,57.28333333333334,0.0,1676222760.0,10.0,4.0,3.3166666666666664,0.0,1677487440.0,10.0,1
